,,,,,,,,,,,,0,107,42,0,0,38523,25800,0,443
,,,,,,,,,,,,0,96,12,0,0,0,0,0,58996
,,,,,,,,,,,,0,69,0,0,0,16384,2326,0,5891
,,,,,,,,,,,,0,69,0,0,0,512,17000,0,5891
,,,,,,,,,,,,0,96,0,0,0,1,65368,0,34560
,,,,,,,,,,,,0,96,55,0,0,15,0,0,58982
,,,,,,,,,,,,0,107,55,0,0,38523,25800,0,5938
,,,,,,,,,,,,0,107,55,0,0,38523,25800,0,5938
,,,,,,,,,,,,0,96,55,0,0,15,0,0,58982
,,,,,,,,,,,,0,69,0,0,0,16384,22546,0,58982
,,,,,,,,,,,,0,69,0,0,0,16,47294,0,5891
,,,,,,,,,,,,0,69,0,0,0,16,9293,0,5891
,,,,,,,,,,,,0,69,0,0,0,2063,13113,0,5891
,,,,,,,,,,,,0,69,0,0,0,16,44630,0,5891
,,,,,,,,,,,,0,69,0,0,0,2062,13022,0,5891
,,,,,,,,,,,,0,69,0,0,0,16,56434,0,5891
,,,,,,,,,,,,0,69,0,0,0,2062,12965,0,5891
,,,,,,,,,,,,0,69,0,0,0,16,60040,0,5891
,,,,,,,,,,,,0,69,0,0,0,2062,12885,0,5891
,,,,,,,,,,,,0,69,0,0,0,16,51749,0,5891
,,,,,,,,,,,,0,69,0,0,0,16,61771,0,5891
,,,,,,,,,,,,0,69,0,0,0,2061,12846,0,5891
,,,,443,,,,,,,,0,69,2,0,0,516,16601,0,5891
,,,,53494,,,,,,,,0,69,0,0,0,16382,15018,0,5891
,,,,53,,,,,,,,0,69,0,0,0,0,0,0,2167
,,,,53,,,,,,,,0,69,0,0,0,0,0,0,2167
,,,,53494,,,,,,,,0,69,5,0,0,16382,63164,0,5891
,,,,53494,,,,,,,,0,69,0,0,0,16382,11082,0,23131
,,,,64139,,,,,,,,0,69,1,0,0,4,1,0,2167
,,,,443,,,,,,,,0,69,0,0,0,64240,8715,0,516
,,,,59314,,,,,,,,0,69,1,0,0,5,0,0,2167
,,,,53494,,,,,,,,0,69,4,0,0,16382,5987,0,5891
,,,,59022,,,,,,,,0,69,0,0,0,16,16266,0,5891
,,,,443,,,,,,,,0,69,0,0,0,516,29388,0,23131
,,,,443,,,,,,,,0,69,0,0,0,512,28349,0,516
,,,,443,,,,,,,,0,69,0,0,0,2066,58158,0,516
,,,,59022,,,,,,,,0,69,4,0,0,16,15555,0,5891
,,,,443,,,,,,,,0,69,0,0,0,2062,57144,0,5891
,,,,53504,,,,,,,,0,69,0,0,0,65535,7919,0,516
,,,,443,,,,,,,,0,69,0,0,0,516,23888,0,516
,,,,443,,,,,,,,0,69,2,0,0,516,54732,0,5635
,,,,443,,,,,,,,0,69,1,0,0,516,7096,0,5123
,,,,53504,,,,,,,,0,69,0,0,0,16382,42918,0,5635
,,,,443,,,,,,,,0,69,0,0,0,516,49321,0,3
,,,,53496,,,,,,,,0,69,0,0,0,16382,45674,0,257
,,,,443,,,,,,,,0,69,2,0,0,516,61327,0,5891
,,,,443,,,,,,,,0,69,2,0,0,512,50995,0,5891
,,,,53496,,,,,,,,0,69,0,0,0,16380,32960,0,5891
,,,,53496,,,,,,,,0,69,0,0,0,16380,50501,0,11896
,,,,443,,,,,,,,0,69,0,0,0,516,47331,0,11896
,,,,53496,,,,,,,,0,69,5,0,0,16380,43041,0,5891
,,,,53496,,,,,,,,0,69,0,0,0,16380,30383,0,5891
,,,,53494,,,,,,,,0,69,0,0,0,16380,11942,0,5891
,,,,53494,,,,,,,,0,69,0,0,0,16380,19039,0,60783
,,,,53494,,,,,,,,0,69,5,0,0,16380,18298,0,5891
,,,,443,,,,,,,,0,69,0,0,0,516,47266,0,5891
,,,,443,,,,,,,,0,69,0,0,0,516,26313,0,60783
,,,,53494,,,,,,,,0,69,2,0,0,16380,17318,0,5891
,,,,443,,,,,,,,0,69,0,0,0,514,25672,0,5891
,,,,53504,,,,,,,,0,69,5,0,0,16380,57796,0,5635
,,,,443,,,,,,,,0,69,0,0,0,516,20126,0,58058
,,,,53504,,,,,,,,0,69,5,0,0,16380,8411,0,58058
,,,,53504,,,,,,,,0,69,5,0,0,16380,39931,0,49796
,,,,53504,,,,,,,,0,69,1,0,0,16380,48726,0,54606
,,,,443,,,,,,,,0,69,0,0,0,516,18418,0,54606
,,,,443,,,,,,,,0,69,1,0,0,516,54305,0,5891
,,,,53504,,,,,,,,0,69,0,0,0,16379,39944,0,5891
,,,,53504,,,,,,,,0,69,1,0,0,16379,33758,0,5891
,,,,443,,,,,,,,0,69,0,0,0,515,17656,0,5891
,,,,53504,,,,,,,,0,69,0,0,0,16379,7437,0,5891
,,,,59022,,,,,,,,0,69,0,0,0,16,40243,0,5891
,,,,443,,,,,,,,0,69,0,0,0,2062,57073,0,5891
,,,,5353,,,,,,,,0,69,0,0,0,0,0,0,4191
,,,,23142,,,,,,,,0,96,104,0,0,0,0,0,5353
,,,,23142,,,,,,,,0,96,82,0,0,0,0,0,5353
,,,,23142,,,,,,,,0,96,43,0,0,0,0,0,5353
,,,,443,,,,,,,,0,69,0,0,0,516,47266,0,233
,,,,53496,,,,,,,,0,69,0,0,0,16380,42627,0,257
,,,,59022,,,,,,,,0,69,0,0,0,16,30852,0,5891
,,,,443,,,,,,,,0,69,0,0,0,2062,57017,0,5891
,,,,59022,,,,,,,,0,69,0,0,0,16,16928,0,5891
,,,,443,,,,,,,,0,69,0,0,0,2067,56974,0,5891
,,,,443,,,,,,,,0,69,5,0,0,515,50699,0,53592
,,,,443,,,,,,,,0,69,5,0,0,515,44798,0,50376
,,,,443,,,,,,,,0,69,5,0,0,515,18683,0,47518
,,,,443,,,,,,,,0,69,0,0,0,515,33406,0,5891
,,,,443,,,,,,,,0,69,5,0,0,515,26260,0,6688
,,,,443,,,,,,,,0,69,5,0,0,515,64344,0,21110
,,,,443,,,,,,,,0,69,5,0,0,515,62231,0,51673
,,,,443,,,,,,,,0,69,5,0,0,515,1594,0,5891
,,,,443,,,,,,,,0,69,5,0,0,515,33737,0,6991
,,,,443,,,,,,,,0,69,0,0,0,515,32049,0,60083
,,,,443,,,,,,,,0,69,5,0,0,515,64425,0,45504
,,,,443,,,,,,,,0,69,5,0,0,515,1523,0,21355
,,,,443,,,,,,,,0,69,5,0,0,515,7683,0,5891
,,,,443,,,,,,,,0,69,5,0,0,515,18632,0,36908
,,,,443,,,,,,,,0,69,5,0,0,515,44453,0,18562
,,,,443,,,,,,,,0,69,5,0,0,515,12311,0,63773
,,,,443,,,,,,,,0,69,5,0,0,515,53674,0,58462
,,,,443,,,,,,,,0,69,0,0,0,515,17656,0,44
,,,,64344,,,,,,,,0,69,0,0,0,16384,52169,0,44
,,,,64344,,,,,,,,0,69,0,0,0,16384,46769,0,44
,,,,64344,,,,,,,,0,69,0,0,0,16384,45419,0,44
,,,,64344,,,,,,,,0,69,0,0,0,16384,42719,0,44
,,,,64344,,,,,,,,0,69,0,0,0,16384,38463,0,44
,,,,1900,,,,,,,,0,69,0,0,0,17224,8234,0,21588
,,,,64344,,,,,,,,0,69,0,0,0,16384,35763,0,21588
,,,,64344,,,,,,,,0,69,0,0,0,16384,40019,0,44
,,,,64344,,,,,,,,0,69,0,0,0,16379,34446,0,21588
,,,,53504,,,,,,,,0,69,0,0,0,16379,29489,0,257
,,,,443,,,,,,,,0,69,1,0,0,515,55096,0,5891
,,,,53,,,,,,,,0,69,0,0,0,0,0,0,2167
,,,,59314,,,,,,,,0,69,1,0,0,5,0,0,2167
,,,,443,,,,,,,,0,69,0,0,0,64240,15051,0,516
,,,,443,,,,,,,,0,69,0,0,0,516,47266,0,4
,,,,443,,,,,,,,0,69,2,0,0,514,25148,0,5891
,,,,53496,,,,,,,,0,69,0,0,0,16380,42627,0,257
,,,,53504,,,,,,,,0,69,1,0,0,16384,54453,0,5891
,,,,53504,,,,,,,,0,69,0,0,0,16384,21569,0,5891
,,,,443,,,,,,,,0,69,0,0,0,513,17072,0,5891
,,,,53494,,,,,,,,0,69,0,0,0,16384,9262,0,5891
,,,,443,,,,,,,,0,69,0,0,0,516,8024,0,516
,,,,53591,,,,,,,,0,69,0,0,0,65535,57590,0,516
,,,,443,,,,,,,,0,69,2,0,0,516,21854,0,5635
,,,,53494,,,,,,,,0,69,5,0,0,16384,61973,0,5891
,,,,53494,,,,,,,,0,69,0,0,0,16384,9927,0,29958
,,,,443,,,,,,,,0,69,0,0,0,516,23674,0,29958
,,,,53591,,,,,,,,0,69,0,0,0,16382,41375,0,5635
,,,,443,,,,,,,,0,69,1,0,0,516,23208,0,5123
,,,,59022,,,,,,,,0,69,1,0,0,20,20774,0,5891
,,,,443,,,,,,,,0,69,0,0,0,2066,65275,0,5891
,,,,443,,,,,,,,0,69,0,0,0,512,15204,0,3
,,,,53756,,,,,,,,0,69,0,0,0,16379,48128,0,257
,,,,443,,,,,,,,0,69,0,0,0,512,5076,0,1
,,,,53874,,,,,,,,0,69,0,0,0,16384,17572,0,257
,,,,443,,,,,,,,0,69,0,0,0,514,26270,0,5891
,,,,53,,,,,,,,0,69,0,0,0,0,0,0,886
,,,,53,,,,,,,,0,69,0,0,0,0,0,0,886
,,,,60896,,,,,,,,0,69,0,0,0,2051,56046,0,5891
,,,,59022,,,,,,,,0,69,0,0,0,20,49295,0,5891
,,,,64139,,,,,,,,0,69,0,0,0,3,0,0,886
,,,,443,,,,,,,,0,69,0,0,0,64240,57994,0,516
,,,,443,,,,,,,,0,69,0,0,0,513,61425,0,516
,,,,443,,,,,,,,0,69,0,0,0,2065,65235,0,516
,,,,59314,,,,,,,,0,69,1,0,0,2,1,0,886
,,,,53894,,,,,,,,0,69,0,0,0,65535,35742,0,516
,,,,443,,,,,,,,0,69,0,0,0,516,51711,0,516
,,,,443,,,,,,,,0,69,0,0,0,516,9673,0,5635
,,,,59022,,,,,,,,0,69,0,0,0,20,15341,0,5891
,,,,443,,,,,,,,0,69,0,0,0,2065,65137,0,5891
,,,,59022,,,,,,,,0,69,0,0,0,20,26310,0,5891
,,,,53894,,,,,,,,0,69,5,0,0,16383,3511,0,5635
,,,,53894,,,,,,,,0,69,5,0,0,16383,58770,0,30240
,,,,443,,,,,,,,0,69,0,0,0,516,48799,0,30240
,,,,53894,,,,,,,,0,69,5,0,0,16383,41850,0,17495
,,,,53894,,,,,,,,0,69,0,0,0,16383,16060,0,63611
,,,,443,,,,,,,,0,69,0,0,0,516,47264,0,63611
,,,,443,,,,,,,,0,69,0,0,0,516,31994,0,5635
,,,,443,,,,,,,,0,69,0,0,0,2064,64946,0,5635
,,,,59022,,,,,,,,0,69,0,0,0,20,59585,0,5891
,,,,443,,,,,,,,0,69,0,0,0,2064,64815,0,5891
,,,,53894,,,,,,,,0,69,0,0,0,16383,28169,0,5123
,,,,443,,,,,,,,0,69,0,0,0,516,32020,0,5891
,,,,443,,,,,,,,0,69,2,0,0,516,15576,0,5891
,,,,443,,,,,,,,0,69,5,0,0,516,63561,0,5891
,,,,443,,,,,,,,0,69,0,0,0,516,57567,0,62251
,,,,53894,,,,,,,,0,69,0,0,0,16383,56003,0,5891
,,,,443,,,,,,,,0,69,0,0,0,516,58673,0,5891
,,,,443,,,,,,,,0,69,0,0,0,512,5075,0,5891
,,,,53894,,,,,,,,0,69,0,0,0,16380,8940,0,5891
,,,,443,,,,,,,,0,69,0,0,0,512,5076,0,3
,,,,53894,,,,,,,,0,69,0,0,0,16384,28889,0,3
,,,,443,,,,,,,,0,69,0,0,0,516,44757,0,3
,,,,53894,,,,,,,,0,69,1,0,0,16384,52483,0,5891
,,,,53874,,,,,,,,0,69,0,0,0,16384,54737,0,5891
,,,,443,,,,,,,,0,69,0,0,0,512,5074,0,5891
,,,,443,,,,,,,,0,69,0,0,0,515,44472,0,5891
,,,,53874,,,,,,,,0,69,0,0,0,16384,17570,0,257
,,,,53894,,,,,,,,0,69,0,0,0,16384,27443,0,5891
,,,,443,,,,,,,,0,69,0,0,0,0,44941,0,5891
,,,,53894,,,,,,,,0,69,0,0,0,16384,28560,0,5891
,,,,59022,,,,,,,,0,69,3,0,0,20,41339,0,5891
,,,,443,,,,,,,,0,69,0,0,0,2067,63946,0,5891
,,,,443,,,,,,,,0,69,0,0,0,514,48036,0,0
,,,,59022,,,,,,,,0,69,1,0,0,20,44817,0,5891
,,,,443,,,,,,,,0,69,0,0,0,2063,31133,0,5891
,,,,54107,,,,,,,,0,69,0,0,0,16384,44332,0,257
,,,,59022,,,,,,,,0,69,0,0,0,20,8677,0,5891
,,,,443,,,,,,,,0,69,0,0,0,2063,31007,0,5891
,,,,59022,,,,,,,,0,69,0,0,0,20,13682,0,5891
,,,,443,,,,,,,,0,69,0,0,0,2062,30897,0,5891
,,,,443,,,,,,,,0,69,0,0,0,514,48036,0,3
,,,,54107,,,,,,,,0,69,0,0,0,16384,44332,0,257
,,,,443,,,,,,,,0,69,5,0,0,515,38087,0,5891
,,,,443,,,,,,,,0,69,5,0,0,515,50043,0,34972
,,,,443,,,,,,,,0,69,5,0,0,515,60238,0,39762
,,,,443,,,,,,,,0,69,2,0,0,515,39125,0,29407
,,,,443,,,,,,,,0,69,0,0,0,515,50696,0,5891
,,,,443,,,,,,,,0,69,5,0,0,515,25994,0,43893
,,,,443,,,,,,,,0,69,5,0,0,515,28648,0,58545
,,,,443,,,,,,,,0,69,5,0,0,515,35238,0,48419
,,,,443,,,,,,,,0,69,0,0,0,515,32004,0,5891
,,,,443,,,,,,,,0,69,5,0,0,515,46389,0,10373
,,,,443,,,,,,,,0,69,5,0,0,515,47550,0,52229
,,,,443,,,,,,,,0,69,0,0,0,513,11087,0,5891
,,,,53829,,,,,,,,0,69,0,0,0,16381,54286,0,5891
,,,,53829,,,,,,,,0,69,0,0,0,16384,52894,0,5891
,,,,53829,,,,,,,,0,69,0,0,0,16381,13887,0,5891
,,,,53829,,,,,,,,0,69,0,0,0,16384,51544,0,5891
,,,,53829,,,,,,,,0,69,0,0,0,16384,47494,0,5891
,,,,53829,,,,,,,,0,69,0,0,0,16384,46144,0,5891
,,,,53829,,,,,,,,0,69,0,0,0,16384,48844,0,5891
,,,,443,,,,,,,,0,69,0,0,0,515,58768,0,5891
,,,,53829,,,,,,,,0,69,0,0,0,16384,50194,0,5891
,,,,58999,,,,,,,,0,69,0,0,0,2047,36791,0,5891
,,,,53829,,,,,,,,0,69,0,0,0,16384,44794,0,5891
,,,,443,,,,,,,,0,69,0,0,0,513,34519,0,5891
,,,,53829,,,,,,,,0,69,0,0,0,16384,43444,0,5891
,,,,53829,,,,,,,,0,69,0,0,0,16382,42901,0,5891
,,,,443,,,,,,,,0,69,0,0,0,514,48036,0,3
,,,,53829,,,,,,,,0,69,0,0,0,16382,31589,0,5891
,,,,443,,,,,,,,0,69,0,0,0,515,40004,0,5891
,,,,443,,,,,,,,0,69,0,0,0,514,48035,0,5891
